Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
wife	妻子	2003	NEWS	刘喜梅	F	XIN	陈钢因架车撞死儿童入狱,又因表现好被提前释放,他回到家中却发现妻子已和自己最好的朋友生活在了一起。	Positive	0.795956671237946	No	Yes	Female	Spouse
daughter	女儿	2003	NEWS	刘喜梅	F	XIN	5岁的小阳阳是游勇的女儿。	Negative	0.596444427967072	No	No	Female	Child
father	爸爸	2003	NEWS	刘喜梅	F	XIN	这个有着圆圆“苹果脸”的小姑娘,害羞又怕生,但面对爸爸的摄像机镜头,她又唱又跳又讲故事,非常活跃。	Positive	0.900983929634094	No	Yes	Male	Parent
mother	母亲	2003	NEWS	刘喜梅	F	XIN	殷子的母亲叫殷凤学,曾做过篮球队队员和模特。	Positive	0.944354474544525	No	Yes	Female	Parent
mother	母亲	2003	NEWS	刘喜梅	F	XIN	母亲有很多美丽的梦想,这些梦想中最多的就是关于殷子的成长和未来。	Positive	0.997953414916992	No	Yes	Female	Parent
mother	妈妈	2003	NEWS	曹滢	F	XIN	这位高大俊朗的欧洲小伙子在中国古典喜剧小品《拾玉镯》中,反串了媒婆刘妈妈一角,把这个最具有东方神韵的角色,扮演得惟妙惟肖。	Positive	0.846375346183777	No	Yes	Female	Parent
girl	女孩	2003	NEWS	曹滢	F	XIN	给观众们留下深刻印象的还有年轻的日本女孩大岛明子。	Positive	0.997649252414703	No	Yes	Female	Not_Adult
woman	女人	2003	NEWS	孙丽萍	F	XIN	“改编《WWW.COM》主要是看好英语话剧”,导演蒋国维说:“这块市场很有潜力,为什么拱手让人?”一年多前,蒋国维排演意大利名剧《女人的最后一天》,请来澳大利亚演员与中国演员搭档,中英文交替演出,没想到英文演出竟比中文还要火爆。	Neutral	0.834836542606354	Yes	NA	Female	Adult
father	父亲	2003	NEWS	姬新龙	M	XIN	他还看望了飞行员洪泰植的家庭,并希望洪泰植的孩子也像父亲一样成为优秀的飞行员。	Positive	0.990723192691803	No	Yes	Male	Parent
girl	女孩	2003	NEWS	熊昌义	M	XIN	她是印度西北部古吉拉特邦一个偏僻部落村庄的小女孩,她勇斗金钱豹、解救弟弟的英勇事迹传遍了古吉拉特邦每一个角落。	Positive	0.993500053882599	No	Yes	Female	Not_Adult
brother	弟弟	2003	NEWS	熊昌义	M	XIN	她是印度西北部古吉拉特邦一个偏僻部落村庄的小女孩,她勇斗金钱豹、解救弟弟的英勇事迹传遍了古吉拉特邦每一个角落。	Positive	0.919195771217346	No	Yes	Male	Sibling
brother	弟弟	2003	NEWS	熊昌义	M	XIN	一天晚上,一只凶猛的金钱豹突然闯入村中,玛夏刚满6个月的小弟弟被金钱豹咬死。	Negative	0.879031777381897	No	No	Male	Sibling
brother	弟弟	2003	NEWS	熊昌义	M	XIN	当金钱豹咆哮着向她另一个2岁的弟弟扑来时,玛夏从睡梦中惊醒。	Neutral	0.800511658191681	Yes	NA	Male	Sibling
brother	弟弟	2003	NEWS	熊昌义	M	XIN	她赤手空拳同金钱豹进行搏斗,她被咬得遍体鳞伤,但最后硬是将金钱豹赶走,将2岁的小弟弟救了下来。	Positive	0.78915923833847	No	Yes	Male	Sibling
brother	兄弟	2003	NEWS	陈勇	M	XIN	但科学家说,粲然一笑,并非人类独享,而是人类和许多灵长类“堂兄弟”共同拥有的特性,笑是灵长类进化的成果,使得灵长类化解内部矛盾“一致对外”,从而在大自然的竞争中取得群体优势。	Positive	0.995668292045593	No	Yes	Male	Sibling
boy	男孩	2003	NEWS	李雪梅	F	XIN	“不孝有三,无后为大”,中国古老的风俗,家庭总是偏爱男孩。	Positive	0.809604108333588	No	Yes	Male	Not_Adult
girl	女孩	2003	NEWS	李雪梅	F	XIN	但爱尔兰科学家最新发现,对母亲来说,生女孩可能对健康的损害小些。	Positive	0.727097272872925	No	Yes	Female	Not_Adult
mother	母亲	2003	NEWS	李雪梅	F	XIN	但爱尔兰科学家最新发现,对母亲来说,生女孩可能对健康的损害小些。	Neutral	0.57923150062561	Yes	NA	Female	Parent
girl	女孩	2003	NEWS	李雪梅	F	XIN	许多有过多次生育经历的母亲抱怨,男孩出生时会比女孩出生带给她们更大的身体上的痛苦。	Negative	0.891017854213715	No	No	Female	Not_Adult
boy	男孩	2003	NEWS	李雪梅	F	XIN	许多有过多次生育经历的母亲抱怨,男孩出生时会比女孩出生带给她们更大的身体上的痛苦。	Negative	0.978416204452515	No	No	Male	Not_Adult
mother	母亲	2003	NEWS	李雪梅	F	XIN	许多有过多次生育经历的母亲抱怨,男孩出生时会比女孩出生带给她们更大的身体上的痛苦。	Negative	0.90891695022583	No	No	Female	Parent
girl	女孩	2003	NEWS	李雪梅	F	XIN	调查发现,76.5%的生男孩的产妇会遇到生产困难的情况,而生女孩产妇的这一比例为71.2%。	Neutral	0.751786589622498	Yes	NA	Female	Not_Adult
boy	男孩	2003	NEWS	李雪梅	F	XIN	调查发现,76.5%的生男孩的产妇会遇到生产困难的情况,而生女孩产妇的这一比例为71.2%。	Neutral	0.800200045108795	Yes	NA	Male	Not_Adult
brother	兄弟	2003	NEWS	张加祥	M	XIN	中国人民愿与兄弟的越南人民一道,加强团结,扩大合作,共创中越友好和社会主义事业更加美好的未来。	Positive	0.9442298412323	No	Yes	Male	Sibling
father	爸爸	2003	NEWS	郭莹玉	F	XIN	“渔舟曲折只为花”,今年28岁的阿芬是陈村本地人,她清楚地记得小时侯爸爸摇着小船去卖花的情景。	Positive	0.967464745044708	No	Yes	Male	Parent
boy	男孩	2003	NEWS	梁娟	F	XIN	另据从大柳树村北的三里河村传来的消息,一个男孩20日上午在田里玩耍时被金钱豹抓伤后背,被送往医院治疗。	Neutral	0.591414868831635	Yes	NA	Male	Not_Adult
brother	兄弟	2003	NEWS	陈斌华	M	XIN	台盟中央副主席李敏宽说,2300万台湾同胞是我们的手足兄弟,我们充分理解和尊重台湾人民的生活方式和当家作主的愿望,乐于听取岛内各阶层、各派别的不同意见和要求。	Positive	0.991402447223663	No	Yes	Male	Sibling
brother	兄弟	2003	NEWS	陈才林	M	XIN	特别是,双方在国际事务中一直保持着兄弟般的良好合作关系。	Positive	0.999024748802185	No	Yes	Male	Sibling
brother	兄弟	2003	NEWS	张勇	M	XIN	与会者表示,2300万台湾同胞是我们的手足兄弟,广大的台湾同胞渴望有安定、宽松的发展环境,对此我们感同身受。	Positive	0.912725687026978	No	Yes	Male	Sibling
mother	妈妈	2003	NEWS	冯昌勇	M	XIN	它们虽是由3只大熊猫所生,但都由一只被称为“英雄妈妈”的大熊猫“娅娅”带大,4个小家伙感情特别好,分开任何一个它们都不高兴,不停地叫,直至4个聚齐。	Positive	0.977208495140076	No	Yes	Female	Parent
brother	兄弟	2003	NEWS	白卫涛	M	XIN	美国在线-时代华纳公司拥有美国有线新闻网、华纳兄弟电影公司、华纳音乐公司、《时代》和《人物》杂志。	Positive	0.539845764636993	No	Yes	Male	Sibling
father	父亲	2003	NEWS	王艳红	F	XIN	研究人员还让不同品系的雌性实验鼠抚育幼鼠,发现雌鼠对同一品系的雌鼠所生的幼仔总是抚育得更精心、付出更多的资源,而不论这些幼鼠的父亲属于哪个品系。	Positive	0.482699781656265	No	Yes	Male	Parent
daughter	女儿	2003	NEWS	刘璐璐	F	XIN	刘洪涛一家刚刚从湖北迁到湖南,他说:“我们在长沙过年也没有什么亲朋,耀华来,我家多添了一份热闹,小女儿也高兴。	Positive	0.998773157596588	No	Yes	Female	Child
daughter	女儿	2003	NEWS	刘璐璐	F	XIN	刘家六岁的小女儿刘伊琳和耀华有一个共同的愿望,午夜12点的钟声敲响时,他们可以一起点燃第一只礼花。	Neutral	0.72739714384079	Yes	NA	Female	Child
woman	女人	2003	NEWS	卢苏燕	F	XIN	据统计,法国目前绝经期妇女人数约有1000多万,其中30%的人至少接受过一年的激素替代治疗。	Positive	0.928814351558685	No	Yes	Female	Adult
father	父亲	2003	NEWS	常爱玲	F	XIN	父亲说,附近要建城市绿化带,邻居家的房子在规划范围之内,年前就拆掉了,而且听说今年我们家的房子也得拆。	Neutral	0.865309298038483	Yes	NA	Male	Parent
father	父亲	2003	NEWS	常爱玲	F	XIN	父亲却总是高兴不起来。	Negative	0.995374619960785	No	No	Male	Parent
son	儿子	2003	NEWS	常爱玲	F	XIN	在这个城市生活了近40年,他当然希望自己的城市越来越整洁、越来越好;但城市的一步步扩大,耕地的一点点减少,也让他这个农民的儿子时常感到有些难过。	Negative	0.991970300674438	No	No	Male	Child
mother	妈妈	2003	NEWS	常爱玲	F	XIN	吃晚饭时,儿女们在兴奋地讨论如何用市里给的拆迁费给爸爸妈妈买一套舒适的房子。	Positive	0.907560706138611	No	Yes	Female	Parent
father	爸爸	2003	NEWS	常爱玲	F	XIN	吃晚饭时,儿女们在兴奋地讨论如何用市里给的拆迁费给爸爸妈妈买一套舒适的房子。	Positive	0.889437675476074	No	Yes	Male	Parent
daughter	女儿	2003	NEWS	赵兰英	F	XIN	巴金女儿小林、儿子小棠、外孙端端、侄女国(火字旁加柔)、侄外孙李舒等,说说笑笑地欢聚在巴金身边。	Positive	0.799108505249023	No	Yes	Female	Child
son	儿子	2003	NEWS	赵兰英	F	XIN	巴金女儿小林、儿子小棠、外孙端端、侄女国(火字旁加柔)、侄外孙李舒等,说说笑笑地欢聚在巴金身边。	Positive	0.931695818901062	No	Yes	Male	Child
girl	女孩	2003	NEWS	郭奔胜	M	XIN	俺现在干到二星级员工了,到了四星级,我就能免费出国旅游一趟呢!”名叫三妹的女孩兴奋地对同伴说。	Positive	0.9575035572052	No	Yes	Female	Not_Adult
wife	妻子	2003	NEWS	何丰伦	M	XIN	1月31日是中国传统的除夕之夜,晚上6点,来自柳州市外语培训学校的老师海勃・佛里斯与妻子一道,前往柳州富度华酒家吃年夜饭。	Neutral	0.5825155377388	Yes	NA	Female	Spouse
mother-in-law	岳母	2003	NEWS	何丰伦	M	XIN	岳母陈鸿英今年已经60多岁了。	Positive	0.506807506084442	No	Yes	Female	Parent_In_Law
mother-in-law	岳母	2003	NEWS	何丰伦	M	XIN	去年春节,光是买菜岳母大人就把海勃这位“洋女婿”忙得够呛。	Neutral	0.401379555463791	Yes	NA	Female	Parent_In_Law
sister	姐姐	2003	NEWS	梁娟	F	XIN	牛子孺是西安市高新一中的学生,她曾经在美国学习了半年,英语口语很好,和两位外国大姐姐交流没有语言障碍。	Positive	0.977039933204651	No	Yes	Female	Sibling
sister	姐姐	2003	NEWS	王健民	M	XIN	“老哥哥老姐姐们,我得回去给孩子们煮饺子去了,明天咱还在这儿不见不散,”赵凤兰跟老友们道了别,步履轻快地踏上归程,一路走一路甩胳膊踢腿,看上去一点都不像一个花甲之年的老人。	Positive	0.950059652328491	No	Yes	Female	Sibling
brother	哥哥	2003	NEWS	王健民	M	XIN	“老哥哥老姐姐们,我得回去给孩子们煮饺子去了,明天咱还在这儿不见不散,”赵凤兰跟老友们道了别,步履轻快地踏上归程,一路走一路甩胳膊踢腿,看上去一点都不像一个花甲之年的老人。	Positive	0.961055099964142	No	Yes	Male	Sibling
son	儿子	2003	NEWS	王雷鸣	M	XIN	关自武夫妻患病在身,儿子正在读初中。	Neutral	0.910987794399262	Yes	NA	Male	Child
son	儿子	2003	NEWS	何丰伦	M	XIN	韦昌辉的大儿子韦海跃在中国著名的微型汽车生产企业五菱公司搞销售,全年收入超过10万元,小儿子韦继华是当地有名的调味品八角专业户,仅八角一项年收入就超过6万元。	Neutral	0.528152465820312	Yes	NA	Male	Child
son	儿子	2003	NEWS	何丰伦	M	XIN	儿子们是旅游过节最坚决的支持者。	Positive	0.995615839958191	No	Yes	Male	Child
girl	女孩	2003	NEWS	胡光耀	M	XIN	遇难的7人中有6个男孩和1名女孩。	Neutral	0.94147139787674	Yes	NA	Female	Not_Adult
boy	男孩	2003	NEWS	胡光耀	M	XIN	遇难的7人中有6个男孩和1名女孩。	Neutral	0.988007545471191	Yes	NA	Male	Not_Adult
woman	女人	2003	NEWS	毛海峰	M	XIN	男人们嘴里吸着老寿星家准备好的香烟,女人们嗑起了老寿星家的瓜子。	Positive	0.716464161872864	No	Yes	Female	Adult
man	男人	2003	NEWS	毛海峰	M	XIN	男人们嘴里吸着老寿星家准备好的香烟,女人们嗑起了老寿星家的瓜子。	Neutral	0.619333922863007	Yes	NA	Male	Adult
wife	妻子	2003	NEWS	刘璐璐	F	XIN	就在春节前2天,家中的男主人──下岗工人罗自成拌了两桶白浆,将老房上上下下粉刷一新,妻子董顺桃将客厅里一台用了近20年的黑白电视机,换成了一台新的25寸彩电。	Neutral	0.567078530788422	Yes	NA	Female	Spouse
daughter	女儿	2003	NEWS	刘璐璐	F	XIN	对此她高兴地表示:“新年里,我希望儿子找到一份好工作,女儿学业有成,我的臭豆腐质量越来越好。	Positive	0.965310156345367	No	Yes	Female	Child
son	儿子	2003	NEWS	刘璐璐	F	XIN	对此她高兴地表示:“新年里,我希望儿子找到一份好工作,女儿学业有成,我的臭豆腐质量越来越好。	Neutral	0.624814510345459	Yes	NA	Male	Child
sister	姐姐	2003	NEWS	刘浦泉	M	XIN	姐姐出国后便将爱犬委托她看管,但她忙于工作无暇顾及,于是将爱犬送到宠爱有家代养代训中心。	Positive	0.966006338596344	No	Yes	Female	Sibling
father	父亲	2003	NEWS	饶雅洁	F	XIN	他的儿子周宝告诉记者:“从我记事起,每到过年我父亲就领我来敲鼓。	Positive	0.972216665744782	No	Yes	Male	Parent
son	儿子	2003	NEWS	饶雅洁	F	XIN	他的儿子周宝告诉记者:“从我记事起,每到过年我父亲就领我来敲鼓。	Neutral	0.748295843601227	Yes	NA	Male	Child
wife	妻子	2003	NEWS	张愈升	M	XIN	一大早,妻子急忙到楼下的药店买了药,服完药后,黄先生的身体很快就恢复了。	Positive	0.952336251735687	No	Yes	Female	Spouse
mother	母亲	2003	NEWS	张淑英	F	XIN	出生于曲艺世家,祖父马诚方是著名的评书艺人,擅说《水浒》名震一时;父亲马德禄是“相声八德”之一,母亲恩萃卿曾学唱京韵大鼓。	Positive	0.949927270412445	No	Yes	Female	Parent
father	父亲	2003	NEWS	张淑英	F	XIN	出生于曲艺世家,祖父马诚方是著名的评书艺人,擅说《水浒》名震一时;父亲马德禄是“相声八德”之一,母亲恩萃卿曾学唱京韵大鼓。	Positive	0.982573330402374	No	Yes	Male	Parent
father	父亲	2003	NEWS	张淑英	F	XIN	“我父亲马三立,已于今日病故,在他的神志清楚时,对后事做了交待。	Negative	0.793834269046783	No	No	Male	Parent
father	父亲	2003	NEWS	张淑英	F	XIN	父亲马三立是一名相声老演员,但他更是一名共产党员,他一生听党的话,按照共产党员的标准,严格要求自己,全心全意用相声艺术为人民服务。	Positive	0.996901273727417	No	Yes	Male	Parent
father	父亲	2003	NEWS	张淑英	F	XIN	“作为子女,我们尊重父亲马三立的遗愿,不搞遗体告别仪式,不接收花篮花圈,不接受钱物,按照回族习惯,让他早日入土为安。	Positive	0.974539935588837	No	Yes	Male	Parent
daughter	女儿	2003	NEWS	李薇薇	F	XIN	目前,多部门共同合作维护妇女儿童的社会化维权机制正在中国逐步形成,维护妇女儿童合法权益已成为全社会的共同责任。	Positive	0.778207659721375	No	Yes	Female	Child
daughter	女儿	2003	NEWS	李薇薇	F	XIN	记者从12日召开的全国维护妇女儿童权益协调组第二次全体会议上了解到,自这个国家级维护妇女儿童权益的协调议事机构于2001年11月份由全国妇联牵头,中央政法委、最高人民法院、最高人民检察院以及中央、国务院等14个部门共同组建以来,到目前全国已有20多个省、自治区和直辖市也都建立了不同形式的协调机构,通过共同研究重大问题,协调查处典型案件,进一步推动了中国妇女儿童权益的保障工作。	Positive	0.791135668754578	No	Yes	Female	Child
daughter	女儿	2003	NEWS	李薇薇	F	XIN	此外,各地还通过整合社会力量,因地制宜成立了各种维权机构,也为维护妇女儿童权益发挥了积极作用。	Positive	0.719941794872284	No	Yes	Female	Child
daughter	女儿	2003	NEWS	李薇薇	F	XIN	许多地方法院聘请了妇女干部为特邀陪审员,使有关妇女儿童的案件做到立案快,审理客观、公正。	Neutral	0.605840027332306	Yes	NA	Female	Child
